(scrambled) Authors,Abstract Link,Authors,Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,SearchedAuthor,Source Title,Title,Type
,https://api.elsevier.com/content/abstract/scopus_id/84904821099,Gang Chen;Nancy E. Adleman;Robert W. Cox;Ziad S. Saad;Ellen Leibenluft,72,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84904821099&origin=inward,10.1016/j.neuroimage.2014.06.027,2014-10-01,2-s2.0-84904821099,NIH,571-588,24954281.0,84904821099,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84904821099&origin=inward,Leibenluft,NeuroImage,Applications of multivariate modeling to neuroimaging group analysis: A comprehensive alternative to univariate general linear model,Article
,https://api.elsevier.com/content/abstract/scopus_id/77954092726,Rebecca E. Hommer;Naomi M. Kenner;Jeanette A. Mumford;Martha Skup;Ellen Leibenluft;Russell A. Poldrack,58,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954092726&origin=inward,10.1523/JNEUROSCI.1096-10.2010,2010-06-23,2-s2.0-77954092726,,8512-8518,20573898.0,77954092726,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954092726&origin=inward,Leibenluft,Journal of Neuroscience,Inhibitory motor control in response stopping and response switching,Article
,https://api.elsevier.com/content/abstract/scopus_id/36749028840,Rebecca E. Hommer;Kenneth E. Towbin;Eric E. Nelson;Daniel P. Dickstein;Lisa Berghorst;Melissa A. Brotman;Ellen Leibenluft;Deborah T. Vinton;Brendan A. Rich;Daniel S. Pine,47,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=36749028840&origin=inward,10.1111/j.1399-5618.2007.00419.x,2007-12-01,2-s2.0-36749028840,,810-819,18076530.0,36749028840,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=36749028840&origin=inward,Pine,Bipolar Disorders,Brain systems underlying response flexibility in healthy and bipolar adolescents: An event-related fMRI study,Article
,https://api.elsevier.com/content/abstract/scopus_id/78049516789,Elizabeth C. Finger;Martha Skup;Daniel P. Dickstein;Ellen Leibenluft;James R. Blair;Daniel S. Pine,45,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78049516789&origin=inward,10.1111/j.1399-5618.2010.00863.x,2010-11-01,2-s2.0-78049516789,,707-719,21040288.0,78049516789,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78049516789&origin=inward,Pine,Bipolar Disorders,Altered neural function in pediatric bipolar disorder during reversal learning,Article
,https://api.elsevier.com/content/abstract/scopus_id/84885192759,Richard C. Reynolds;Christen M. Deveney;Megan E. Connolly;Pilyoung Kim;Brian L. Bones;Ellen Leibenluft;Catherine T. Haring;Daniel S. Pine,53,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84885192759&origin=inward,10.1176/appi.ajp.2013.12070917,2013-10-01,2-s2.0-84885192759,,1186-1194,,84885192759,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84885192759&origin=inward,Pine,American Journal of Psychiatry,Neural mechanisms of frustration in chronically irritable children,Article
,https://api.elsevier.com/content/abstract/scopus_id/80054867803,Daniel Dickstein;Daniel Pine;Nancy E. Adleman;R. James R. Blair;Reilly Kayser;Ellen Leibenluft,48,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054867803&origin=inward,10.1016/j.jaac.2011.07.011,2011-01-01,2-s2.0-80054867803,,1173-1185.e2,,80054867803,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80054867803&origin=inward,Blair,Journal of the American Academy of Child and Adolescent Psychiatry,Neural correlates of reversal learning in severe mood dysregulation and pediatric bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84857595862,Stephen J. Fromm;Julia G. Rutenberg;Christen M. Deveney;Ellen Leibenluft;Melissa A. Brotman;Aviva K. Olsavsky;Kenneth Towbin;Eli J. Muhrer;Daniel S. Pine,45,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857595862&origin=inward,10.1016/j.jaac.2011.12.008,2012-03-01,2-s2.0-84857595862,,294-303,22365465.0,84857595862,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857595862&origin=inward,Pine,Journal of the American Academy of Child and Adolescent Psychiatry,Amygdala hyperactivation during face emotion processing in unaffected youth at risk for bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84862221668,Carlos A. Zarate;R. James R. Blair;Laura A. Thomas;Alexander M. Moscicki;Pilyoung Kim;Brooke H. Rosen;Ellen Leibenluft;Melissa A. Brotman;Daniel S. Pine,31,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84862221668&origin=inward,10.1176/appi.ajp.2012.11081245,2012-06-01,2-s2.0-84862221668,,642-649,,84862221668,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84862221668&origin=inward,Zarate,American Journal of Psychiatry,Differing amygdala responses to facial expressions in children and adults with bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84867576031,Nancy E. Adleman;Reilly Kayser;Stephen J. Fromm;Varun Razdan;Daniel P. Dickstein;Melissa A. Brotman;Ellen Leibenluft;Daniel S. Pine,35,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84867576031&origin=inward,10.1111/j.1469-7610.2012.02568.x,2012-11-01,2-s2.0-84867576031,,1149-1156,22650379.0,84867576031,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84867576031&origin=inward,Pine,Journal of Child Psychology and Psychiatry and Allied Disciplines,Cross-sectional and longitudinal abnormalities in brain structure in children with severe mood dysregulation or bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84878267180,Daniel S. Pine;Richard C. Reynolds;Nancy E. Adleman;Laura A. Thomas;R. J.R. Blair;Pilyoung Kim;Ellen Leibenluft;Kendra E. Hinton;Abigail A. Marsh;Brian L. Bones;Hannah S. Milch,29,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878267180&origin=inward,10.1016/j.nicl.2013.04.007,2013-06-03,2-s2.0-84878267180,,637-645,,84878267180,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84878267180&origin=inward,Blair,NeuroImage: Clinical,Elevated amygdala responses to emotional faces in youths with chronic irritability or bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84991214825,Allison H. Oakes;Richard C. Reynolds;Gang Chen;Nancy E. Adleman;Pilyoung Kim;Jillian Lee Wiggins;Ellen Leibenluft;Melissa A. Brotman;Daniel S. Pine,33,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84991214825&origin=inward,10.1176/appi.ajp.2015.15060833,2016-07-01,2-s2.0-84991214825,,722-730,26892942.0,84991214825,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84991214825&origin=inward,Pine,American Journal of Psychiatry,Neural correlates of irritability in disruptive mood dysregulation and bipolar disorders,Article
,https://api.elsevier.com/content/abstract/scopus_id/84862195360,Carlos A. Zarate;Stephen J. Fromm;Christen M. Deveney;Megan E. Connolly;Stephanie B. LeBourdais;Judah D. Weathers;Argyris Stringaris;Melissa A. Brotman;Ellen Leibenluft;Daniel S. Pine,28,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84862195360&origin=inward,10.1176/appi.ajp.2012.11081244,2012-06-01,2-s2.0-84862195360,,633-641,,84862195360,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84862195360&origin=inward,Stringaris,American Journal of Psychiatry,A developmental study of the neural circuitry mediating motor inhibition in bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/73649122016,Francis J. McMahon;Martha Skup;Xinmin Liu;Ellen Leibenluft;Melissa A. Brotman;Nirmala Akula,19,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=73649122016&origin=inward,10.1097/00004583-201001000-00007,2010-01-01,2-s2.0-73649122016,,33-41,20215924.0,73649122016,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=73649122016&origin=inward,Leibenluft,Journal of the American Academy of Child and Adolescent Psychiatry,A Genome-Wide Association Study of Amygdala Activation in Youths With and Without Bipolar Disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84922827361,Richard C. Reynolds;Monique Ernst;Daniel P. Dickstein;Ellen Leibenluft;Melissa A. Brotman;Derek Hsu;Joel Stoddard;Daniel S. Pine,18,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84922827361&origin=inward,10.1016/j.pscychresns.2014.11.006,2015-01-01,2-s2.0-84922827361,NIH,120-125,25544024.0,84922827361,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84922827361&origin=inward,Pine,Psychiatry Research - Neuroimaging,Aberrant amygdala intrinsic functional connectivity distinguishes youths with bipolar disorder from those with severe mood dysregulation,Article
,https://api.elsevier.com/content/abstract/scopus_id/43049161272,Kenneth E. Towbin;Lisa Knopf;Jan Willem van der Veen;Daniel P. Dickstein;Ellen Leibenluft;Daniel S. Pine,14,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=43049161272&origin=inward,10.1016/j.pscychresns.2007.11.006,2008-05-30,2-s2.0-43049161272,,30-39,18403184.0,43049161272,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=43049161272&origin=inward,Pine,Psychiatry Research - Neuroimaging,Proton magnetic resonance spectroscopy in youth with severe mood dysregulation,Article
,https://api.elsevier.com/content/abstract/scopus_id/84899710852,C. M. Deveney;J. G. Rutenberg;D. S. Pine;S. J. Fromm;W. L. Tseng;A. K. Olsavsky;N. E. Adleman;E. Leibenluft;C. A. Zarate;E. J. Muhrer;M. A. Brotman,19,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899710852&origin=inward,10.1017/S003329171300202X,2014-01-01,2-s2.0-84899710852,,1639-1651,23930595.0,84899710852,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899710852&origin=inward,Zarate,Psychological Medicine,Fronto-limbic-striatal dysfunction in pediatric and adult patients with bipolar disorder: Impact of face emotion and attentional demands,Article
,https://api.elsevier.com/content/abstract/scopus_id/84925940729,Jennifer Y. Yi;Laura A. Thomas;Melissa A. Brotman;Christen M. Deveney;Ellen Leibenluft;Kendra E. Hinton;Daniel S. Pine,13,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84925940729&origin=inward,10.1111/bdi.12193,2014-01-01,2-s2.0-84925940729,,756-763,24617738.0,84925940729,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84925940729&origin=inward,Pine,Bipolar Disorders,Parametric modulation of neural activity during face emotion processing in unaffected youth at familial risk for bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84876788858,Nancy E. Adleman;Melissa A. Brotman;Stephen J. Fromm;Brian L. Bones;Reilly R. Kayser;Carlos Zarate;Ellen Leibenluft;Aviva K. Olsavsky;Eli J. Muhrer;Daniel S. Pine,14,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876788858&origin=inward,10.1016/j.pscychresns.2013.01.006,2013-05-30,2-s2.0-84876788858,,161-163,23541333.0,84876788858,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876788858&origin=inward,Pine,Psychiatry Research - Neuroimaging,Abnormal fusiform activation during emotional-face encoding assessed with functional magnetic resonance imaging,Article
,https://api.elsevier.com/content/abstract/scopus_id/84920938450,B. L. Bones;R. R. Kayser;S. J. Fromm;W. L. Tseng;A. K. Olsavsky;E. Leibenluft;D. S. Pine;M. A. Brotman,18,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84920938450&origin=inward,10.1016/j.eurpsy.2014.05.004,2015-01-01,2-s2.0-84920938450,,94-98,25172156.0,84920938450,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920938450&origin=inward,Pine,European Psychiatry,An fMRI study of emotional face encoding in youth at risk for bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84938745618,Amit Anand;Melissa A. Cyders;Tom A. Hummer;Leslie A. Hulvershorn;Lauren Overhage;Allyson Dir;Peter Finn;Rena Fukunaga;Ellen Leibenluft;Joshua Brown,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938745618&origin=inward,10.1016/j.pscychresns.2015.05.007,2015-08-30,2-s2.0-84938745618,,102-111,26071624.0,84938745618,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938745618&origin=inward,Leibenluft,Psychiatry Research - Neuroimaging,Neural activation during risky decision-making in youth at high risk for substance use disorders,Article
,https://api.elsevier.com/content/abstract/scopus_id/78650158125,Martha Skup;Laura A. Thomas;Ellen Leibenluft;Sarah E. Jenkins;Julie M. Hall;Daniel S. Pine,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650158125&origin=inward,10.1111/j.1467-7687.2010.00967.x,2011-01-01,2-s2.0-78650158125,,148-161,21159096.0,78650158125,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650158125&origin=inward,Pine,Developmental Science,A developmental neuroimaging investigation of the change paradigm,Article
,https://api.elsevier.com/content/abstract/scopus_id/85011396226,Gang Chen;Kenneth E. Towbin;Pilyoung Kim;Laura Donahue;Ellen Leibenluft;Melissa A. Brotman;Jennifer Yi;Joel Stoddard;Wan Ling Tseng;Daniel S. Pine,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85011396226&origin=inward,10.1001/jamapsychiatry.2016.3282,2017-01-01,2-s2.0-85011396226,,95-103,27902832.0,85011396226,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011396226&origin=inward,Pine,JAMA Psychiatry,Association of irritability and anxiety with the neural mechanisms of implicit face emotion processing in youths with psychopathology,Article
,https://api.elsevier.com/content/abstract/scopus_id/84996636665,Elizabeth R. Steuber;Sven C. Mueller;Nancy E. Adleman;Andrea L. Gold;Sara N. Lever;Stephen J. Fromm;Ellen Leibenluft;Melissa A. Brotman;Daniel S. Pine,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84996636665&origin=inward,10.1016/j.jaac.2016.08.008,2016-12-01,2-s2.0-84996636665,,1027-1037.e3,27871637.0,84996636665,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84996636665&origin=inward,Pine,Journal of the American Academy of Child and Adolescent Psychiatry,Comparing Brain Morphometry Across Multiple Childhood Psychiatric Disorders,Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/84928689508,Richard C. Reynolds;Nancy E. Adleman;Carlos A. Zarate;Laura A. Thomas;Kendra E. Hinton;Christen M. Deveney;Ellen Leibenluft;Melissa A. Brotman;Eli M. Muhrer;Daniel S. Pine,5,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928689508&origin=inward,10.1093/scan/nsu014,2013-01-01,2-s2.0-84928689508,,1984-1992,24493839.0,84928689508,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928689508&origin=inward,Zarate,Social Cognitive and Affective Neuroscience,Neural response during explicit and implicit face processing varies developmentally in bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/85006340167,Richard C. Reynolds;Gang Chen;Nancy E. Adleman;Pilyoung Kim;Jillian Lee Wiggins;Ellen Leibenluft;Melissa A. Brotman;Kenneth Towbin;Caroline G. Wambach;Daniel S. Pine,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85006340167&origin=inward,10.1016/j.jaac.2016.10.009,2017-01-01,2-s2.0-85006340167,,67-78,27993231.0,85006340167,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85006340167&origin=inward,Pine,Journal of the American Academy of Child and Adolescent Psychiatry,Neural Markers in Pediatric Bipolar Disorder and Familial Risk for Bipolar Disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/85016555669,Kenneth E. Towbin;Nancy E. Adleman;David Pagliaccio;Jillian Lee Wiggins;Ellen Leibenluft;Melissa A. Brotman;Susan Zhang;Alexa Curhan;Daniel S. Pine,4,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016555669&origin=inward,10.1016/j.jaac.2017.02.008,2017-05-01,2-s2.0-85016555669,,426-435,28433092.0,85016555669,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016555669&origin=inward,Pine,Journal of the American Academy of Child and Adolescent Psychiatry,Behavioral and Neural Sustained Attention Deficits in Disruptive Mood Dysregulation Disorder and Attention-Deficit/Hyperactivity Disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/84994291800,Carlos A. Zarate;Laura A. Thomas;Elizabeth Harkins;Ellen Leibenluft;Melissa A. Brotman;Joel Stoddard;Wan Ling Tseng;Daniel S. Pine,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994291800&origin=inward,10.1016/j.pscychresns.2016.10.006,2016-12-30,2-s2.0-84994291800,,1-9,27814457.0,84994291800,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994291800&origin=inward,Zarate,Psychiatry Research - Neuroimaging,Functional connectivity during masked and unmasked face emotion processing in bipolar disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/62749197293,Torrey M.J. Loucks;Mary Kay Kenney;Christy L. Ludlow;Soo Eun Chang,104,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=62749197293&origin=inward,10.1016/j.neuroimage.2009.01.066,2009-05-15,2-s2.0-62749197293,,201-212,19401143.0,62749197293,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=62749197293&origin=inward,Zarate,NeuroImage,Brain activation abnormalities during speech and non-speech in stuttering speakers,Article
,https://api.elsevier.com/content/abstract/scopus_id/23444462637,Christy L. Ludlow,91,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=23444462637&origin=inward,10.1016/j.resp.2005.04.015,2005-07-28,2-s2.0-23444462637,,205-222,15927543.0,23444462637,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=23444462637&origin=inward,Zarate,Respiratory Physiology and Neurobiology,Central nervous system control of the laryngeal muscles in humans,Article
