FMRIF?,Searched PI,Type,Source Title,Title,Authors (scrambled),Date,DOI,PubMed ID,Scopus ID,EID,Cited-By Count,Abstract Link,Scopus Link,Cited-By Link,Funding Agency,Page Range
,Nugent,Article,Molecular Psychiatry,Association of polygenic score for major depression with response to lithium in patients with bipolar disorder,Norio Ozaki;Stephane Jamain;Sebastian Kliwicki;Urs Heilbronner;Jean Pierre Kahn;Maciej Trzaskowski;Claire O’Donovan;Cristiana Cruceanu;Hsi Chung Chen;Alexandre Dayer;Peter Falkai;Stefan Herms;Joanna M. Biernacka;Nina Dalkner;James B. Potash;Tatyana Shekhtman;Maria Grigoroiu-Serbanescu;Tim B. Bigdeli;Sergi Papiol;John R. Kelsoe;J. Raymond DePaulo;Julie S. Garnham;Fasil Tekola-Ayele;Scott R. Clark;Armin Birner;Bruno Étain;Mark J. Adams;Francis M. Mondimore;Marie Bækvad-Hansen;Tracy M. Air;Enda M. Byrne;Stephan Ripke;Esben Agerbo;Sébastien Gard;Catharina Lavebratt;Micah Cearns;Abdel Abdellaoui;Per Hoffmann;Urban Ösby;Gonzalo Laje;Fernando S. Goes;Caterina Chillotti;Po Hsiu Kuo;Esther Jiménez;Klaus Oliver Schubert;Marion Leboyer;Bárbara Arias;Ichiro Kusumi;Jean Michel Aubry;Franziska Degenhardt;Susanne Bengesser;Mark A. Frye;Yi Hsiang Hsu;Tomas Novák;Andrea Pfennig;Susan G. Leckband;Elisabeth B. Binder;Louise Frisen;Naomi R. Wray;Nirmala Akula;Marina Mitjans;Abesh Kumar Bhattacharjee;Paul Grof;Lina Martinsson;Tadafumi Kato;Layla Kassem;Andreas Reif;Piotr M. Czerski;Clara Brichant-Petitjean;Mirko Manchia;Alfonso Tortorella;Michael J. McCarthy;Maria Del Zompo;Caroline M. Nievergelt;Barbara König;Raffaella Ardau;Palmiero Monteleone;Susan L. McElroy;Sarah Kittel-Schneider;Markus M. Nöthen;Liping Hou;Antonio Benabarre;Manuel Mattheisen;Janice M. Fullerton;Silviu Alin Bacanu;Pablo Cervantes;Lena Backlund;Andrea Hofmann;Mikael Landén;Aartjan T.F. Beekman;Mazda Adli;Azmeraw T. Amare;Frank Bellivier;Francesc Colom;Kazufumi Akiyama;Sven Cichon;Till F.M. Andlauer;Joanna Hauser;Andreas J. Forstner;Ryota Hashimoto,2020-01-01,10.1038/s41380-020-0689-5,,85081737215,2-s2.0-85081737215,1,https://api.elsevier.com/content/abstract/scopus_id/85081737215,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081737215&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081737215&origin=inward,EUR,
,Nugent,Review,BMC Psychiatry,"Research on the pathophysiology, treatment, and prevention of suicide: Practical and ethical issues",Elizabeth D. Ballard;Lawrence T. Park;Carlos A. Zarate;Allison C. Nugent,2019-11-01,10.1186/s12888-019-2301-6,31675949,85074325264,2-s2.0-85074325264,1,https://api.elsevier.com/content/abstract/scopus_id/85074325264,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074325264&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074325264&origin=inward,,
,Nugent,Article,Molecular Psychiatry,Synaptic and transcriptionally downregulated genes are associated with cortical thickness differences in autism,Edward T. Bullmore;Simon Baron-Cohen;Rafael Romero-Garcia;Richard A.I. Bethlehem;Varun Warrier,2019-07-01,10.1038/s41380-018-0023-7,29483624,85042541350,2-s2.0-85042541350,15,https://api.elsevier.com/content/abstract/scopus_id/85042541350,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042541350&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042541350&origin=inward,,1053-1064
,Nugent,Article,Molecular Psychiatry,Ketamine has distinct electrophysiological and behavioral effects in depressed and healthy subjects,Todd D. Gould;Ruin Moaddel;Allison C. Nugent;Elizabeth D. Ballard;Lawrence T. Park;Nancy E. Brutsche;Carlos A. Zarate,2019-07-01,10.1038/s41380-018-0028-2,29487402,85042565493,2-s2.0-85042565493,40,https://api.elsevier.com/content/abstract/scopus_id/85042565493,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042565493&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042565493&origin=inward,,1040-1052
Y,Pereira,Article,NeuroImage,Imaging the spontaneous flow of thought: Distinct periods of cognition contribute to dynamic functional connectivity during rest,Peter A. Bandettini;Francisco Pereira;Daniel A. Handwerker;Natasha Topolski;César Caballero-Gaudes;Javier Gonzalez-Castillo,2019-11-15,10.1016/j.neuroimage.2019.116129,31461679,85071438369,2-s2.0-85071438369,1,https://api.elsevier.com/content/abstract/scopus_id/85071438369,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071438369&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071438369&origin=inward,NIMH,
,Pereira,Article,Journal of Vision,Subtle predictive movements reveal actions regardless of social context,Ray Gonzalez;Maryam Vaziri-Pashkam;Charles Y. Zheng;Emalie G. McMahon;Francisco Pereira;Leslie G. Ungerleider,2019-01-01,10.1167/19.7.16,31355865,85070377579,2-s2.0-85070377579,1,https://api.elsevier.com/content/abstract/scopus_id/85070377579,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070377579&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070377579&origin=inward,NIMH,1-16
,Pierpaoli,Article,Scientific Reports,Hypoplasia of cerebellar afferent networks in Down syndrome revealed by DTI-driven tensor based morphometry,Neda Sadeghi;M. Okan Irfanoglu;Liv S. Clasen;Carlo Pierpaoli;Catherine J. Stoodley;Elizabeth Adeyemi;Amritha Nayak;Nancy Raitano Lee,2020-12-01,10.1038/s41598-020-61799-1,32214129,85082483311,2-s2.0-85082483311,0,https://api.elsevier.com/content/abstract/scopus_id/85082483311,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082483311&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082483311&origin=inward,NIBIB,
,Pierpaoli,Article,NeuroImage,Image processing and analysis methods for the Adolescent Brain Cognitive Development Study,Marsha Lopez;Roger Little;M. Alejandra Infante;Joshua Kuperman;Anthony Steven Dick;David N. Kennedy;W. Kyle Simmons;Carolina Makowski;Lindsay M. Squeglia;Sean N. Hatton;Richard Watts;Linda B. Cottler;Kevin Conway;Gloria Reeves;Christian Hopfer;Mary Soules;Darrick T. Sturgeon;Donald J. Hagler;Vani Pariyadath;Kristina Uban;Carlo Pierpaoli;Thomas Ernst;Bonnie J. Nagel;Kevin Patrick;Scott Peltier;John K. Hewitt;Antonio Noronha;Katia D. Howlett;Andrew S. Nencka;Angela R. Laird;Meyer Glantz;Hugh P. Garavan;Christine Cloak;Megan Herting;Rahul Desikan;M. Daniela Cornejo;Kara Bagot;Octavio Ruiz de Leon;Hauke Bartsch;Jerzy Bodurka;Naomi Friedman;Aimee Goldstone;Susan Y. Bookheimer;John A. Matochik;Anders J. Perrone;Monica D. Rosenberg;Dana L. Wolff-Hughes;Marie T. Banich;Devin Prouty;Kilian M. Pohl;Amanda Sheffield Morris;Wesley K. Thompson;Susan RB Weiss;Eric A. Earl;Luke W. Hyde;James M. Bjork;Elizabeth R. Sowell;Thanh T. Trinh;Ruben P. Alvarez;Jazmin Diaz;Joseph Sakai;Michael C. Riedel;Rebecca DelCarmen-Wiggins;Steve Heeringa;Florence J. Breslin;Matthew T. Sutherland;Jonathan R. Polimeni;Joanna Jacobus;Raul Gonzalez;B. J. Casey;Mirella Dapretto;Will M. Aklin;Michael C. Neale;Leo Sugrue;Jody Tanabe;Deanna M. Barch;Oscar Miranda-Dominguez;Michael P. Harms;Linda Chang;Fiona C. Baker;Chelsea S. Sicat;Elizabeth Hoffman;Samuel W. Hawes;Sarah W. Feldstein Ewing;Damien A. Fair;Laura Hilmer;Adriana Galvan;Paul D. Shilling;Andre van der Kouwe;Susan F. Tapert;Martin P. Paulus;Adolf Pfefferbaum;Mary M. Heitzeg;Kevin M. Gray;Christopher J. Pung;Sara Jo Nixon;Feng Xue;Jay Giedd;Mariana Sanchez;Yi Li,2019-11-15,10.1016/j.neuroimage.2019.116091,31415884,85072244119,2-s2.0-85072244119,17,https://api.elsevier.com/content/abstract/scopus_id/85072244119,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072244119&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072244119&origin=inward,NIH,
,Pierpaoli,Article,Nature Genetics,Gene expression imputation across multiple brain regions provides insights into schizophrenia risk,Hiroyoshi Toyoshiba;Srdjan Djurovic;Ronald Y.L. Chen;Sarah E. Bergen;Lambertus L. Klein;Peter A. Holmans;Nadine Cohen;Chang Gyu Hahn;Johan Eriksson;Richard A. Belliveau;Elizabeth Bevilacqua;Benjamin A. Logsdon;Tim B. Bigdeli;Nick Craddock;Wiepke Cahn;Eric R. Gamazon;Kai How Farh;Barbara K. Lipska;Laurent Essioux;Michael Davidson;Raquel E. Gur;Keisuke Hirai;Martin Begemann;Stephan Ripke;Esben Agerbo;Weiqing Wang;Siow Ann Chong;Nancy G. Buccola;Donald W. Black;Peter Eichhammer;Stanley V. Catts;Noa Carrera;Eric F.C. Cheung;Kimberly D. Chambert;Elodie Drapeau;Joseph D. Buxbaum;Tune H. Pers;Shaun Purcell;Silviu A. Bacanu;Hailiang Huang;Benjamin M. Neale;Laura M. Huckins;David Curtis;Richard Bruggeman;Paul Cormican;Gabriel Hoffman;Gary Donohoe;Margot Albus;Guiqing Cai;Franziska Degenhardt;William Byerley;Dimitris Dikeos;Judit Bene;James Boocock;Rita M. Cantor;Raymond C.K. Chan;Jurgen Del Favero;Hardik R. Shah;Douglas M. Ruderfer;Brendan Bulik-Sullivan;David A. Collier;Dominique Campion;Madeline Alexander;James J. Crowley;James T.R. Walters;Eric Schadt;Wei Cheng;Naser Durmishi;Phil Lee;Vahram Haroutunian;Milind C. Mahajan;Farooq Amin;Menachem Fromer;Frank Dudbridge;Randy L. Buckner;Hoang T. Nguyen;Veera M. Rajagopal;Panos Roussos;Robin Kramer;Ditte Demontis;David A. Lewis;C. Robert Cloninger;Enrico Domenici;Thomas D. Als;Mette A. Peters;Kristen K. Dang;Timothy Dinan;Ingrid Agartz;Lara M. Mangravite;Jessica S. Johnson;Thanneer M. Perumal;Kenneth L. Davis;Aiden Corvin;Amanda Dobbyn;Kiran Girdhar;Eric Y.H. Chen;Jubao Duan;David Cohen;Vaughan J. Carr;Antonio F. Pardiñas,2019-04-01,10.1038/s41588-019-0364-4,30911161,85063585118,2-s2.0-85063585118,29,https://api.elsevier.com/content/abstract/scopus_id/85063585118,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063585118&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063585118&origin=inward,IDPH,659-674
,Pierpaoli,Article,Psychological Medicine,"Detecting schizophrenia at the level of the individual: Relative diagnostic value of whole-brain images, connectome-wide functional connectivity and graph-based metrics",Su Lui;Gary Donohoe;Aiden Corvin;Cristina Scarpazza;Andrea Mechelli;David O. Mothersill;Jonathan Young;Sandra Vieira;Celso Arango;Gong Qiyong;Du Lei;Edward Bullmore;Xiaoqi Huang;Michael Gill;Philip McGuire;Machteld Marcelis;Walter H.L. Pinaya;Therese Van Amelsvoort,2019-01-01,10.1017/S0033291719001934,,85070682486,2-s2.0-85070682486,5,https://api.elsevier.com/content/abstract/scopus_id/85070682486,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070682486&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070682486&origin=inward,,
,Pierpaoli,Article,Molecular Psychiatry,A major role for common genetic variation in anxiety disorders,Andrew M. McIntosh;Merete Nordentoft;Ole Mors;Thalia C. Eley;Anders D. Børglum;Manuel Mattheisen;John M. Hettema;Sandra M. Meier;Jonathan R.I. Coleman;David Hougaard;Shing Wan Cho;Carol Kan;Gerome Breen;Kristin K. Nicodemus;J. Jürgen Deckert;Christopher Hübel;Rosa Cheesman;Preben Bo Mortensen;Héléna A. Gaspar;Kirstin L. Purves;Katrina A.S. Davis;Jonas Bybjerg-Grauholm;Thomas Werge;Matthew Hotopf;Marie Bækvad-Hansen;Christopher Rayner,2019-01-01,10.1038/s41380-019-0559-1,,85075328965,2-s2.0-85075328965,12,https://api.elsevier.com/content/abstract/scopus_id/85075328965,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075328965&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075328965&origin=inward,FNIH,
,Pine,Article,Behaviour Research and Therapy,Neural mechanisms underlying heterogeneous expression of threat-related attention in social anxiety,Nathan A. Fox;Travis C. Evans;Daniel S. Pine;Jennifer C. Britton;Yair Bar-Haim,2020-09-01,10.1016/j.brat.2020.103657,32682075,85087950578,2-s2.0-85087950578,0,https://api.elsevier.com/content/abstract/scopus_id/85087950578,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087950578&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087950578&origin=inward,NIMH,
,Pine,Editorial,American Journal of Psychiatry,2019 Articles of import and Impact,Ned H. Kalin;Carolyn Rodriguez;Madhukar Trivedi;Kathleen T. Brady;Daniel S. Pine;Elisabeth Binder;Shapir Rosenberg;David A. Lewis,2020-01-01,10.1176/appi.ajp.2019.19111124,31892299,85077438480,2-s2.0-85077438480,0,https://api.elsevier.com/content/abstract/scopus_id/85077438480,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077438480&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077438480&origin=inward,,17-19
,Pine,Review,Human Brain Mapping,ENIGMA-anxiety working group: Rationale for and organization of large-scale neuroimaging studies of anxiety disorders,Janna Marie Bas-Hoogendam;Kevin Hilbert;Anita Harrewijn;Moji Aghajani;Paul M. Thompson;Dick J. Veltman;Anderson M. Winkler;Gabrielle F. Freitag;Dan J. Stein;Nic J.A. van der Wee;Sophia I. Thomopoulos;Ulrike Lueken;Daniel S. Pine;Neda Jahanshad;Nynke A. Groenewold,2020-01-01,10.1002/hbm.25100,,85087404076,2-s2.0-85087404076,0,https://api.elsevier.com/content/abstract/scopus_id/85087404076,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087404076&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087404076&origin=inward,,
,Pine,Article,Journal of Clinical Child and Adolescent Psychology,Associations Between Anxious and Depressive Symptoms and the Recognition of Vocal Socioemotional Expressions in Youth,Michele Morningstar;Melanie A. Dirks;Brent I. Rappaport;Daniel S. Pine;Eric E. Nelson,2019-05-04,10.1080/15374416.2017.1350963,28820619,85027842611,2-s2.0-85027842611,5,https://api.elsevier.com/content/abstract/scopus_id/85027842611,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027842611&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027842611&origin=inward,NIMH,491-500
,Rapoport,Article,Molecular Psychiatry,Missense variants in ATP1A3 and FXYD gene family are associated with childhood-onset schizophrenia,Priscille Gerardin;Patrick A. Dion;Claudine Laurent;Vladimir Ferrafiat;Amirthagowri Ambalavanan;Guy A. Rouleau;Dan Spiegelman;Judith Rapoport;Alice Goldenberg;David Cohen;Boris Chaumette;Alexandre Dionne-Laporte,2020-04-01,10.1038/s41380-018-0103-8,29895895,85048372347,2-s2.0-85048372347,10,https://api.elsevier.com/content/abstract/scopus_id/85048372347,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048372347&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048372347&origin=inward,,821-830
,Rapoport,Review,Child and Adolescent Psychiatric Clinics of North America,Childhood-Onset Schizophrenia and Early-onset Schizophrenia Spectrum Disorders: An Update,Nitin Gogtay;Shari Thomas;David I. Driver;Judith L. Rapoport,2020-01-01,10.1016/j.chc.2019.08.017,31708054,85074513250,2-s2.0-85074513250,2,https://api.elsevier.com/content/abstract/scopus_id/85074513250,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074513250&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074513250&origin=inward,,71-90
,Rapoport,Article,Journal of Sleep Research,Sleep neurophysiology in childhood onset schizophrenia,Ashura Buckley;Kerstin Hoedlmoser;David I. Driver;Andjela Markovic;Judith L. Rapoport;Diane Dillard-Broadnax;Peter A. Gochman;Leila Tarokh,2020-01-01,10.1111/jsr.13039,,85083968939,2-s2.0-85083968939,0,https://api.elsevier.com/content/abstract/scopus_id/85083968939,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083968939&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083968939&origin=inward,,
,Rapoport,Article,Nature Genetics,Neuronal impact of patient-specific aberrant NRXN1α splicing,Erin Flaherty;Alesia Antoine;P. J.Michael Deans;Gintaras Deikus;Megan Fitzgerald;Khaled Alganem;Judith Rapoport;Madeline Halpern;Gabriel E. Hoffman;Hardik Shah;Natalie Barretto;Robert McCullumsmith;Michael B. Fernando;Peter Gochman;Esther Cheng;Nadine Schrode;Ian Ladran;Shijia Zhu;Robert Sebra;Kristen J. Brennand;Nadejda M. Tsankova;Gang Fang;Nancy Francoeur,2019-12-01,10.1038/s41588-019-0539-z,31784728,85075779019,2-s2.0-85075779019,4,https://api.elsevier.com/content/abstract/scopus_id/85075779019,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075779019&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075779019&origin=inward,ISMMS,1679-1690
,Rapoport,Article,Translational Psychiatry,Reduced neonatal brain-derived neurotrophic factor is associated with autism spectrum disorders,Michael Christiansen;Ole Mors;Nis Borbye-Lorenzen;Jonas Bybjerg-Grauholm;Preben Bo Mortensen;Thomas Werge;Merethe Nordentoft;David Michael Hougaard;Christian Munch Hagen;Anders Børglum;Marie Bækvad-Hansen;Kristin Skogstrand,2019-12-01,10.1038/s41398-019-0587-2,31591381,85073078772,2-s2.0-85073078772,5,https://api.elsevier.com/content/abstract/scopus_id/85073078772,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073078772&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073078772&origin=inward,NNF,
,Rapoport,Article,Translational Psychiatry,NRXN1 is associated with enlargement of the temporal horns of the lateral ventricles in psychosis,Dung T. Hoang;Balaji Narayanan;Jonathan Spring;Philip Henson;Shashwath A. Meda;Nicolas R. Bolo;Peter Buckley;Carol Tamminga;Ney Alliey-Rodriguez;Neeraj Tandon;Madeline Klinger;Lucas Coppes;Godfrey Pearlson;David C. Glahn;Judith Rapoport;Sarah Keedy;Matcheri S. Keshavan;Steven McCarroll;Olivia Lutz;Brett A. Clementz;Chunyu Liu;John A. Sweeney;Uzma Nawaz;Rebecca Shafee;Huma Asif;Rachal R. Hegde;Tamar A. Grey;Jaya Padmanabhan;Victor Zeng;Jeffrey R. Bishop;Rebekka Lencer;David Curtis;Deepthi Bannai;Katherine Reis;Siyuan Liu;Elena I. Ivleva;Judith A. Badner;James L. Reilly;Diane Gage;Elliot S. Gershon;Scot Hill,2019-12-01,10.1038/s41398-019-0564-9,31530798,85072270340,2-s2.0-85072270340,1,https://api.elsevier.com/content/abstract/scopus_id/85072270340,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072270340&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072270340&origin=inward,NIMH,
Y,Raznahan,Article,Nature Communications,Transcriptomic and cellular decoding of regional brain vulnerability to neurogenetic disorders,Fran√ßois M. Lalonde;Richard A.I. Bethlehem;Liv S. Clasen;Siyuan Liu;Franti≈°ek V√°≈°a;Konrad Wagstyl;Declan G. Murphy;Petra E. V√©rtes;Daniel H. Geschwind;Damon Polioudakis;Joan C. Han;Sarah E. Morgan;Rafael Romero-Garcia;Ajay Nadig;Jonathan D. Blumenthal;Armin Raznahan;Luis de la Torre-Ubieta;Jakob Seidlitz;Casey Paquola;Edward T. Bullmore;Nancy R. Lee;Boris Bernhardt,2020-12-01,10.1038/s41467-020-17051-5,32620757,85087425878,2-s2.0-85087425878,0,https://api.elsevier.com/content/abstract/scopus_id/85087425878,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087425878&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087425878&origin=inward,NICHD,
,Raznahan,Article,Biological Psychiatry,Reciprocal Copy Number Variations at 22q11.2 Produce Distinct and Convergent Neurobehavioral Impairments Relevant for Schizophrenia and Autism Spectrum Disorder,Rachel K. Jonas;Gerhard Helleman;Ariana Vajdi;Amy Lin;Leila Kushan-Wells;Carrie E. Bearden;Lyle Kingsbury;Armin Raznahan;Laura Pacheco Hansen;Maria Jalbrzikowski,2020-08-01,10.1016/j.biopsych.2019.12.028,32143830,85081326717,2-s2.0-85081326717,1,https://api.elsevier.com/content/abstract/scopus_id/85081326717,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081326717&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081326717&origin=inward,NIMH,260-272
Y,Raznahan,Article,"American Journal of Medical Genetics, Part C: Seminars in Medical Genetics",Sex chromosome aneuploidy alters the relationship between neuroanatomy and cognition,Ethan Whitman;Liv S. Clasen;Fran√ßois M. Lalonde;Siyuan Liu;Allysa Warling;Jonathan D. Blumenthal;Armin Raznahan;Kathleen Wilson,2020-06-01,10.1002/ajmg.c.31795,32515138,85086159262,2-s2.0-85086159262,0,https://api.elsevier.com/content/abstract/scopus_id/85086159262,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086159262&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086159262&origin=inward,NIH,493-505
