Title,Searched PI,Authors (scrambled),Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
What we learn about bipolar disorder from large-scale neuroimaging: Findings and future directions from the ENIGMA Bipolar Disorder Working Group,Nugent,Bronwyn J. Overs;Orwa Dandash;Joaquim Radua;Melissa J. Green;Ana M. Díaz-Zuluaga;Erlend Bøen;Hilary P. Blumberg;David C. Glahn;Christian Knöchel;Derrek P. Hibar;Bartholomeus C.M. Haarman;Erick J. Canales-Rodríguez;Victoria Ives-Deliperi;Henricus G. Ruhe;Aart H. Schene;Giulia Tronchin;Allison C. Nugent;Rachel M. Brouwer;Tiril P. Gurholt;Beny Lafer;Oliver Gruber;Mikael Landén;Leila Nabulsi;Jose M. Goikolea;Arnaud Pouchon;Mary L. Phillips;Ling Li Zeng;Viola Oertel;Yash Patel;Philip B. Mitchell;Marcio G. Soeiro-de-Souza;Udo Dannlowski;Igor Nenadic;Pauline Favre;Dara M. Cannon;Caterina del Mar Bonnin;Giuseppe Delvecchio;Andreas Jansen;Bernd Kramer;Henrik Walter;Christoph Abé;Tristram A. Lett;Chantal Henry;Carlos López-Jaramillo;Michael Berk;Bernhard T. Baune;Abraham Nunes;Maria M. Rive;Sophia Frangou;Dag Alnæs;Tomas Hajek;Rodrigo Machado-Vieira;Francesco Benedetti;Martin Alda;Jorge Almeida;Gloria Roberts;Edith Pomarol-Clotet;Neeltje E.M. van Haren;Roel A. Ophoff;Josselin Houenou;Scott C. Fears;Tilo T.J. Kircher;Salvador Sarró;Daniel L. Pham;Sara Poletti;Danai Dima;Kang Sim;Elisa M.T. Melloni;Melissa E. Pauling;Ingrid Agartz;Lisa T. Eyler;Janice M. Fullerton;Amy C. Bilderbeck;Eduard Vieta;Marcella Bellani;Fabiano Nery;Xavier Caseras;Mircea Polosan;Bradley J. MacIntosh;Sophia I. Thomopoulos;Édouard Duchesnay;Tomas Paus;Sonja M.C. de Zwarte;Silvia Alonso-Lana;Dominik Grotegerd;Torbjørn Elvsåshagen;Colm McDonald;Paolo Brambilla;Carrie E. Bearden;Yann Quidé;Michael Bauer;Irene Bollettini;Raymond Salvador;Julian A. Pineda-Zapata;Christopher R.K. Ching;Fleur M. Howells;Theodore D. Satterthwaite;Miho Ota;Unn K. Haukvik;Cara Altimus,2020-01-01,0,Human Brain Mapping,,10.1002/hbm.25098,,85088655322,2-s2.0-85088655322,Review,,https://api.elsevier.com/content/abstract/scopus_id/85088655322,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088655322&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088655322&origin=inward
"Research on the pathophysiology, treatment, and prevention of suicide: Practical and ethical issues",Nugent,Elizabeth D. Ballard;Allison C. Nugent;Lawrence T. Park;Carlos A. Zarate,2019-11-01,1,BMC Psychiatry,,10.1186/s12888-019-2301-6,31675949.0,85074325264,2-s2.0-85074325264,Review,,https://api.elsevier.com/content/abstract/scopus_id/85074325264,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074325264&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074325264&origin=inward
Ketamine has distinct electrophysiological and behavioral effects in depressed and healthy subjects,Nugent,Elizabeth D. Ballard;Allison C. Nugent;Nancy E. Brutsche;Carlos A. Zarate;Ruin Moaddel;Lawrence T. Park;Todd D. Gould,2019-07-01,40,Molecular Psychiatry,1040-1052,10.1038/s41380-018-0028-2,29487402.0,85042565493,2-s2.0-85042565493,Article,,https://api.elsevier.com/content/abstract/scopus_id/85042565493,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042565493&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042565493&origin=inward
Subtle predictive movements reveal actions regardless of social context,Pereira,Maryam Vaziri-Pashkam;Emalie G. McMahon;Leslie G. Ungerleider;Ray Gonzalez;Charles Y. Zheng;Francisco Pereira,2019-01-01,1,Journal of Vision,1-16,10.1167/19.7.16,31355865.0,85070377579,2-s2.0-85070377579,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85070377579,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070377579&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070377579&origin=inward
Hypoplasia of cerebellar afferent networks in Down syndrome revealed by DTI-driven tensor based morphometry,Pierpaoli,Amritha Nayak;Liv S. Clasen;Catherine J. Stoodley;Elizabeth Adeyemi;M. Okan Irfanoglu;Neda Sadeghi;Carlo Pierpaoli;Nancy Raitano Lee,2020-12-01,0,Scientific Reports,,10.1038/s41598-020-61799-1,32214129.0,85082483311,2-s2.0-85082483311,Article,NIBIB,https://api.elsevier.com/content/abstract/scopus_id/85082483311,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082483311&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082483311&origin=inward
Image processing and analysis methods for the Adolescent Brain Cognitive Development Study,Pierpaoli,Aimee Goldstone;Steve Heeringa;James M. Bjork;Thomas Ernst;Adriana Galvan;Vani Pariyadath;Joanna Jacobus;Florence J. Breslin;Darrick T. Sturgeon;Mary Soules;Hauke Bartsch;Antonio Noronha;Carlo Pierpaoli;Anthony Steven Dick;Michael C. Riedel;Christian Hopfer;W. Kyle Simmons;Laura Hilmer;Damien A. Fair;M. Alejandra Infante;Rahul Desikan;Adolf Pfefferbaum;Marie T. Banich;Jonathan R. Polimeni;Mary M. Heitzeg;Richard Watts;Megan Herting;Carolina Makowski;Jerzy Bodurka;Devin Prouty;Oscar Miranda-Dominguez;M. Daniela Cornejo;Kevin Conway;Fiona C. Baker;Matthew T. Sutherland;Raul Gonzalez;Susan RB Weiss;John A. Matochik;Eric A. Earl;Hugh P. Garavan;Katia D. Howlett;Angela R. Laird;Kevin M. Gray;Elizabeth R. Sowell;Marsha Lopez;Linda Chang;Lindsay M. Squeglia;Yi Li;Feng Xue;David N. Kennedy;Linda B. Cottler;Wesley K. Thompson;Monica D. Rosenberg;Elizabeth Hoffman;Kristina Uban;Chelsea S. Sicat;Mirella Dapretto;Bonnie J. Nagel;Kara Bagot;Kevin Patrick;Michael P. Harms;Mariana Sanchez;Leo Sugrue;Paul D. Shilling;Jody Tanabe;Andre van der Kouwe;B. J. Casey;Thanh T. Trinh;Sara Jo Nixon;Roger Little;Christopher J. Pung;Martin P. Paulus;Samuel W. Hawes;Kilian M. Pohl;Susan Y. Bookheimer;Luke W. Hyde;Christine Cloak;Rebecca DelCarmen-Wiggins;Sarah W. Feldstein Ewing;Anders J. Perrone;Joshua Kuperman;Jay Giedd;Will M. Aklin;Amanda Sheffield Morris;Meyer Glantz;Ruben P. Alvarez;Jazmin Diaz;Octavio Ruiz de Leon;Scott Peltier;Donald J. Hagler;Sean N. Hatton;Joseph Sakai;Dana L. Wolff-Hughes;Gloria Reeves;Naomi Friedman;Andrew S. Nencka;Susan F. Tapert;John K. Hewitt;Michael C. Neale;Deanna M. Barch,2019-11-15,17,NeuroImage,,10.1016/j.neuroimage.2019.116091,31415884.0,85072244119,2-s2.0-85072244119,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85072244119,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072244119&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072244119&origin=inward
The effect of Zika virus infection in the ferret,Pierpaoli,William G. Valiant;Sharon L. Juliano;Francis T. Djankpa;Elizabeth B. Hutchinson;Mitali Chatterjee;Laura Reyes;Bernard Dardzinski;Carlo Pierpaoli;Joseph J. Mattapallil,2019-07-01,3,Journal of Comparative Neurology,1706-1719,10.1002/cne.24640,30680733.0,85061588504,2-s2.0-85061588504,Article,USUHS,https://api.elsevier.com/content/abstract/scopus_id/85061588504,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061588504&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061588504&origin=inward
Characterization and correlation of signal drift in diffusion weighted MRI,Pierpaoli,Prasanna Parvathaneni;Colin B. Hansen;Roza G. Bayrak;Okan Irfanoglu;Justin A. Blaber;Kurt G. Schilling;Bennett A. Landman;Carlo Pierpaoli;Adam W. Anderson;Baxter P. Rogers;Allison E. Hainline;Vishwesh Nath,2019-04-01,0,Magnetic Resonance Imaging,133-142,10.1016/j.mri.2018.11.009,30468766.0,85057278514,2-s2.0-85057278514,Article,NCATS,https://api.elsevier.com/content/abstract/scopus_id/85057278514,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057278514&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057278514&origin=inward
The spectrum of brainstem malformations associated to mutations of the tubulin genes family: MRI and DTI analysis,Pierpaoli,Enza Maria Valente;Filippo Arrigoni;Romina Romaniello;Fabio Triulzi;Eugen Boltshauser;Renato Borgatti;Carlo Pierpaoli;Andrea Poretti;Thierry André Gerard Marie Huisman;Sara Nuovo;Maria Teresa Bassi;Denis Peruzzo,2019-02-01,6,European Radiology,770-782,10.1007/s00330-018-5610-0,30066250.0,85052084606,2-s2.0-85052084606,Article,ERC,https://api.elsevier.com/content/abstract/scopus_id/85052084606,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052084606&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052084606&origin=inward
Limits to anatomical accuracy of diffusion tractography using modern approaches,Pierpaoli,Prasanna Parvathaneni;Jonathan Rafael-Patino;Gaëtan Rensonnet;Kurt G. Schilling;Tim B. Dyrby;Elda Fischi;Adam W. Anderson;Vishwesh Nath;Peter Neher;M. Okan Irfanoglu;Muhamed Barakovic;Maxime Descoteaux;Alice Bates;Francois Rheault;Yogesh Rathi;Marco Pizzolato;Jasmeen Sidhu;Alessandro Daducci;Erick J. Canales-Rodríguez;Justin Blaber;Gabriel Girard;Ragini Verma;Jean Philippe Thiran;Cibu Thomas;Bennett A. Landman;Carlo Pierpaoli;Colin Hansen;Yurui Gao;Chao Huang;Liming Zhong;Hongtu Zhu;David Romascano;Ryan Cabeen;Arthur W. Toga;Jean Christophe Houde;Mario Ocampo-Pineda;Guillaume Theaud;Yonggang Shi;Simona Schiavi;Carl Fredrik Westin;Dogu Baran Aydogan;Maxime Chamberland,2019-01-15,27,NeuroImage,1-11,10.1016/j.neuroimage.2018.10.029,30317017.0,85054788458,2-s2.0-85054788458,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85054788458,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054788458&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054788458&origin=inward
Consideration of cerebrospinal fluid intensity variation in diffusion weighted MRI,Pierpaoli,Susan Resnick;Owen Williams;Prasanna Parvathaneni;Colin B. Hansen;Roza G. Bayrak;Okan Irfanoglu;Justin A. Blaber;Kurt G. Schilling;Lori Beason-Held;Carlo Pierpaoli;Adam W. Anderson;Baxter P. Rogers;Bennett A. Landman;Allison E. Hainline;Vishwesh Nath,2019-01-01,0,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,,10.1117/12.2512949,,85068356425,2-s2.0-85068356425,Conference Paper,NIA,https://api.elsevier.com/content/abstract/scopus_id/85068356425,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068356425&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068356425&origin=inward
The phenotypic landscape of a Tbc1d24 mutant mouse includes convulsive seizures resembling human early infantile epileptic encephalopathy,Pierpaoli,Risa Tona;Laura D. Reyes;Lijin Dong;Wenqian Chen;Koichi Omori;Thomas B. Friedman;Ya Xian Wang;Robert J. Morell;Matthew F. Starost;Ronald S. Petralia;Yogita Chudasama;Takushi Miyoshi;Inna A. Belyantseva;Carlo Pierpaoli;Kevin D. Cravedi;Yoko Nakano;Talah T. Wafa;Jeeva P. Munasinghe;Johann Du Hoffmann;Tracy S. Fitzgerald;Botond Banfi,2019-01-01,5,Human Molecular Genetics,1530-1547,10.1093/hmg/ddy445,30602030.0,85062880596,2-s2.0-85062880596,Article,NIBIB,https://api.elsevier.com/content/abstract/scopus_id/85062880596,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062880596&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062880596&origin=inward
ENIGMA and global neuroscience: A decade of large-scale studies of the brain in health and disease across more than 40 countries,Pine,Katrina L. Grasby;Gianfranco Spalletta;Georg Homuth;Carrie Esopenko;Fabrizio Piras;Daniel Garijo;Charlotte A.M. Cecil;Hans J. Grabe;Jun Soo Kwon;Janita Bralten;Carolien G.F. de Kovel;Graeme Fairchild;Sara Bertolín;Janna Marie Bas-Hoogendam;Eus J.W. Van Someren;Marieke Klein;Guohao Zhang;Tianye Jia;Norbert Hosten;Esther Walton;Karen Caeyenberghs;Gary Donohoe;Rachel M. Brouwer;Sylvane Desrivieres;Ronald A. Cohen;Bhim M. Adhikari;Yolanda Gil;Laurena Holleran;Joseph O’ Neill;Simon E. Fisher;Jian Chen;Courtney A. Filippi;Jean Paul Fouche;Guido A. van Wingen;Stephane A. De Brito;Udo Dannlowski;Pauline Favre;Laura A. Berner;Robert R. Althoff;Iliyan Ivanov;Natalia Shatokhina;Anderson M. Winkler;Stefan Ehrlich;Moji Aghajani;James H. Cole;Bernhard T. Baune;Abraham Nunes;Kevin Hilbert;Arielle R. Baskin-Sommers;Tomas Hajek;Nils Opel;Ulrike Lueken;Elena Pozzi;Premika S.W. Boedhoe;Tiffany C. Ho;Josselin Houenou;Neda Jahanshad;Lei Wang;Stephen V. Faraone;Daqiang Sun;David A. Baron;Je Yeon Yun;Leonardo Tozzi;Henry Völzke;Danai Dima;Thomas Frodl;Max A. Laansma;André Aleman;Ingrid Agartz;Jan K. Buitelaar;Lisa T. Eyler;Joanna Bright;Jeanne Leerssen;Ole A. Andreassen;Andre Altmann;Sophia I. Thomopoulos;Brenda L. Bartnik-Olson;Yanli Zhang-James;Merel C. Postema;Sonja M.C. de Zwarte;Margaret J. Wright;Willem B. Bruin;Alexander Teumer;Federica Piras;Robin Bülow;Carrie E. Bearden;Carles Soriano-Mas;Lauren E. Salminen;Sean N. Hatton;Emily L. Dennis;Yann Chye;Katharina Wittfeld;Amanda K. Tilot;Paul M. Thompson;Clyde Francks;Christopher R.K. Ching;Celia van der Merwe;Laura K.M. Han;Sinead Kelly;Patricia J. Conrod,2020-12-01,14,Translational Psychiatry,,10.1038/s41398-020-0705-1,32198361.0,85082148270,2-s2.0-85082148270,Review,NIH,https://api.elsevier.com/content/abstract/scopus_id/85082148270,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082148270&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082148270&origin=inward
Neural mechanisms underlying heterogeneous expression of threat-related attention in social anxiety,Pine,Travis C. Evans;Daniel S. Pine;Nathan A. Fox;Jennifer C. Britton;Yair Bar-Haim,2020-09-01,0,Behaviour Research and Therapy,,10.1016/j.brat.2020.103657,32682075.0,85087950578,2-s2.0-85087950578,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85087950578,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087950578&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087950578&origin=inward
2019 Articles of import and Impact,Pine,Elisabeth Binder;Ned H. Kalin;Shapir Rosenberg;Kathleen T. Brady;Daniel S. Pine;David A. Lewis;Madhukar Trivedi;Carolyn Rodriguez,2020-01-01,0,American Journal of Psychiatry,17-19,10.1176/appi.ajp.2019.19111124,31892299.0,85077438480,2-s2.0-85077438480,Editorial,,https://api.elsevier.com/content/abstract/scopus_id/85077438480,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077438480&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077438480&origin=inward
ENIGMA-anxiety working group: Rationale for and organization of large-scale neuroimaging studies of anxiety disorders,Pine,Anita Harrewijn;Sophia I. Thomopoulos;Moji Aghajani;Ulrike Lueken;Nic J.A. van der Wee;Dan J. Stein;Daniel S. Pine;Dick J. Veltman;Kevin Hilbert;Neda Jahanshad;Nynke A. Groenewold;Janna Marie Bas-Hoogendam;Gabrielle F. Freitag;Anderson M. Winkler;Paul M. Thompson,2020-01-01,0,Human Brain Mapping,,10.1002/hbm.25100,,85087404076,2-s2.0-85087404076,Review,,https://api.elsevier.com/content/abstract/scopus_id/85087404076,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087404076&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087404076&origin=inward
Associations Between Anxious and Depressive Symptoms and the Recognition of Vocal Socioemotional Expressions in Youth,Pine,Eric E. Nelson;Daniel S. Pine;Michele Morningstar;Brent I. Rappaport;Melanie A. Dirks,2019-05-04,5,Journal of Clinical Child and Adolescent Psychology,491-500,10.1080/15374416.2017.1350963,28820619.0,85027842611,2-s2.0-85027842611,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85027842611,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027842611&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027842611&origin=inward
Altered uncinate fasciculus microstructure in childhood anxiety disorders in boys but not girls,Pine,Ned H. Kalin;Lisa E. Williams;Daniel S. Pine;Patrick H. Roseboom;Do P.M. Tromp;Andrew L. Alexander;Gregory M. Rogers;Andrew S. Fox;Jonathan A. Oler;Brenda E. Benson,2019-03-01,6,American Journal of Psychiatry,208-216,10.1176/appi.ajp.2018.18040425,30654645.0,85062877576,2-s2.0-85062877576,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85062877576,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062877576&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062877576&origin=inward
Missense variants in ATP1A3 and FXYD gene family are associated with childhood-onset schizophrenia,Rapoport,Patrick A. Dion;Claudine Laurent;Dan Spiegelman;Boris Chaumette;David Cohen;Alice Goldenberg;Alexandre Dionne-Laporte;Priscille Gerardin;Judith Rapoport;Guy A. Rouleau;Amirthagowri Ambalavanan;Vladimir Ferrafiat,2020-04-01,10,Molecular Psychiatry,821-830,10.1038/s41380-018-0103-8,29895895.0,85048372347,2-s2.0-85048372347,Article,,https://api.elsevier.com/content/abstract/scopus_id/85048372347,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048372347&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048372347&origin=inward
Childhood-Onset Schizophrenia and Early-onset Schizophrenia Spectrum Disorders: An Update,Rapoport,Nitin Gogtay;Shari Thomas;Judith L. Rapoport;David I. Driver,2020-01-01,2,Child and Adolescent Psychiatric Clinics of North America,71-90,10.1016/j.chc.2019.08.017,31708054.0,85074513250,2-s2.0-85074513250,Review,,https://api.elsevier.com/content/abstract/scopus_id/85074513250,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074513250&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074513250&origin=inward
Sleep neurophysiology in childhood onset schizophrenia,Rapoport,Peter A. Gochman;Ashura Buckley;Kerstin Hoedlmoser;Diane Dillard-Broadnax;Judith L. Rapoport;Andjela Markovic;Leila Tarokh;David I. Driver,2020-01-01,0,Journal of Sleep Research,,10.1111/jsr.13039,,85083968939,2-s2.0-85083968939,Article,,https://api.elsevier.com/content/abstract/scopus_id/85083968939,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083968939&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083968939&origin=inward
Neuronal impact of patient-specific aberrant NRXN1α splicing,Rapoport,Hardik Shah;Ian Ladran;Michael B. Fernando;P. J.Michael Deans;Madeline Halpern;Robert Sebra;Kristen J. Brennand;Esther Cheng;Megan Fitzgerald;Judith Rapoport;Gang Fang;Nadine Schrode;Peter Gochman;Alesia Antoine;Gabriel E. Hoffman;Gintaras Deikus;Natalie Barretto;Nadejda M. Tsankova;Robert McCullumsmith;Erin Flaherty;Khaled Alganem;Shijia Zhu;Nancy Francoeur,2019-12-01,4,Nature Genetics,1679-1690,10.1038/s41588-019-0539-z,31784728.0,85075779019,2-s2.0-85075779019,Article,ISMMS,https://api.elsevier.com/content/abstract/scopus_id/85075779019,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075779019&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075779019&origin=inward
NRXN1 is associated with enlargement of the temporal horns of the lateral ventricles in psychosis,Rapoport,Huma Asif;Godfrey Pearlson;Scot Hill;Carol Tamminga;Olivia Lutz;Victor Zeng;Shashwath A. Meda;David Curtis;Nicolas R. Bolo;Sarah Keedy;Tamar A. Grey;Philip Henson;David C. Glahn;James L. Reilly;John A. Sweeney;Deepthi Bannai;Siyuan Liu;Rebecca Shafee;Judith Rapoport;Chunyu Liu;Brett A. Clementz;Ney Alliey-Rodriguez;Elliot S. Gershon;Jaya Padmanabhan;Judith A. Badner;Jonathan Spring;Balaji Narayanan;Uzma Nawaz;Diane Gage;Katherine Reis;Madeline Klinger;Dung T. Hoang;Elena I. Ivleva;Lucas Coppes;Jeffrey R. Bishop;Neeraj Tandon;Rebekka Lencer;Peter Buckley;Matcheri S. Keshavan;Steven McCarroll;Rachal R. Hegde,2019-12-01,1,Translational Psychiatry,,10.1038/s41398-019-0564-9,31530798.0,85072270340,2-s2.0-85072270340,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85072270340,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072270340&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072270340&origin=inward
Exome sequencing of sporadic childhood-onset schizophrenia suggests the contribution of X-linked genes in males,Rapoport,Patrick A. Dion;Simon L. Girard;Dan Spiegelman;Ridha Joober;Boris Chaumette;Martine Therrien;Pingxing Xie;Alexandre Dionne-Laporte;Judith L. Rapoport;Cynthia V. Bourassa;Guy A. Rouleau;Qin He;Amirthagowri Ambalavanan;Lan Xiong;Sirui Zhou;Daniel Rochefort,2019-01-01,3,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",335-340,10.1002/ajmg.b.32683,30378261.0,85055885920,2-s2.0-85055885920,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85055885920,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055885920&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055885920&origin=inward
